,sentence,word_count,index
3658,{link} RT @mention Love it.,5,3658
3659,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because t... {link} RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad Google developer hackathon at @mention  discussion web fonts.,36,3659
3660,#google gets 32000 font request a day.,7,3660
3661,#sxsw #gsdm google.com/webfonts No way!,5,3661
3662,'Matt fricking Damon at Google party at Maggie mae's.,9,3662
3663,"#Sxsw @mention {link} #SXSW 2011 Trends:
Out: Google
In: Twitter
Next: Angry Birds #SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).",31,3663
3664,"Tip for conference goers everywhere: bring iPad, leave laptop at hotel.",11,3664
3665,I've had no battery and a sore shoulder all week!,10,3665
3666,#sxsw RT @mention Check out our daily #SXSW reports (Dutch): DAY1 {link}  DAY2 {link} More to follow!,17,3666
3667,#winning #winning - just gave away 5 red mophie juice pack air's to fans with #Tigerblood at #SXSW No more dead iPhone batteries 4 them!,25,3667
3668,Mike Tyson coming to a phone near you - {link} #iPhone #SXSW #VideoGames #Tyson #art  #cartoon Atomic Tom rocked at the CNN Grill Party.,24,3668
3669,They're from Brooklyn.,3,3669
3670,Google them.,2,3670
3671,Also: the food and drinks are fantastic.,7,3671
3672,#sxsw #sxswi Line has been wrapped around the block all day #apple #ipad2 #sxsw This is ackward.,17,3672
3673,"Sitting in the back of Ballroom F at the ACC, looking to my left and right: I'm the only non-Macbook / iPad here.",23,3673
3674,Oh.,1,3674
3675,#sxsw @mention The League of Extraordinary Hackers Event organised by Google to Build Robots for Good - {link} #SXSW Hmmmm!,20,3675
3676,Creativity prompt: use Google maps to virtually take a walk you used to take as a kid; see what memories come up.,22,3676
3677,(courtesy @mention #SXSW The @mention / @mention party was without a doubt the best party I've ever been to in #SXSW.,21,3677
3678,Well done!,2,3678
3679,Mayer Maps Out Google's Coming Location Dominance at #SXSW {link} via @mention Cameron Sinclair Spearheads #Japan Disaster Relief From #SXSW Via #Twitter &amp; #iPhone {link} #socialmedia #philanthropy RT @mention We can't wait to give an iPad to someone at #sxsw.,40,3679
3680,Want in?,2,3680
3681,Just head to www.pep.jobs/upc to enter.,6,3681
3682,"(must be present to win Report: 5th Avenue Apple Store sold 7,200 iPad 2s on launch {link} #entry #friends #house #sxsw Special Apple store at #sxsw just for ipad.",29,3682
3683,Line is a block long.,5,3683
3684,{link}  {link} Apple employees just showed up in force to the #SXSW PopUp Apple Store.,15,3684
3685,#iPad2 There was a guy in line for Apple's pop-up store on Sixth Street in Austin.,16,3685
3686,"&quot;I'm that guy,&quot; he told me.",6,3686
3687,#sxsw Yai!!!,2,3687
3688,"RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link} RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet #tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss.",65,3688
3689,#SXSW #fb RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable (cont) {link} &quot;@mention Register for our private beta and to win an Apple TV during  #SXSW!,36,3689
3690,Visit {link} for details&quot; I just saw someone filming the #sxsw trade show floor w a teeny hand held steady cam for his iPhone.,24,3690
3691,#jealous RT @mention ÷¼ GO BEYOND BORDERS!,7,3691
3692,"÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter I got so many cool things from #sxsw.. headsets, usb drives, iphone chargers galore, earphones... must have 1k in products!",29,3692
3693,#rad At #sxsw #tapworthy iPad Design Headaches - avoiding the pitfalls of the new design challenges Just a friendly reminder for #SXSW attendees: If you talk or text during a film I will slap you in the mouth &amp; steal your iPad.,42,3693
3694,That is all.,3,3694
3695,Win free ipad 2 from webdoc.com #sxsw RT 30 million people go to Google every month to get doctor information.,20,3695
3696,"#vitalscom #sxsw #sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link} @mention has arrived at the #GSDM &amp; #Google #SXSW industry party.",27,3696
3697,@mention @mention Great to meet you @mention meetup!,8,3697
3698,This is the post about our new #sxsw medical apps {link} #sxswh #hcsm One way to go about the job search at #SXSW - &quot;are you guys hiring&quot; - man in audience to Google's @mention during Q&amp;A RT @mention @mention announces #windowsphone app today #sxsw {link} #wp7 At #SXSW?,49,3698
3699,come hear me speak in 40 mins.,7,3699
3700,"Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention #Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW RIM and HP are going to lease stores next door, and put up ÛÏComing SoonÛ signs' {link} &lt;@mention on Apple at #SxSW Playing with {link}  New service rolled out at #SXSW  Web or iphone version.",59,3700
3701,Android and webos?,3,3701
3702,@mention It's actually true!,4,3702
3703,Apple is opening up a temporary store in downtown Austin for #SXSW &amp;iPad2 launch {link} RT @mention Ne sapete qualcosa?,20,3703
3704,ÛÏ@mention Google to Launch Major New Social Network Called Circles {link} #sxswÛ Only person on they plane without an iPad II  #sxsw Shoe on other foot.,26,3704
3705,Newspapers always chasing young readers.,5,3705
3706,"At #SXSW, young developers pack panel on iPad design for boomers.",11,3706
3707,#yourmom RT @mention Going to #SXSW?,6,3707
3708,Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,18,3708
3709,#120 in line at temp 5000 sq.,7,3709
3710,ft #Apple store for new #iPAD in Austin #SXSW People lining up for Team Android Awards #sxsw {link} RT @mention Google to Launch Major New Social Network Called Circles!!!,29,3710
3711,"#google #circles #sxsw {link} RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?",23,3711
3712,Please let me know.,4,3712
3713,: Hey... Did u see anything on Google's Circles at the #sxsw?,12,3713
3714,@mention @mention Less than half an hour and we'll tell you how to win an iPad 2!,17,3714
3715,RT this now!,3,3715
3716,#SXSW #SXSWi This could be the first big news out of #sxsw... {link}  Google building new social framework.,18,3716
3717,"my wife just tried to call my ATT iphone, only 2 have ATT say my number was not working.",19,3717
3718,is #sxsw taking down all ATT networks nationwide?,8,3718
3719,RT @mention I'm debuting my new iPhone &amp; Droid app at #sxsw next year.,14,3719
3720,It makes your phone waterproof &amp; will light your cigarettes for you.,12,3720
3721,About to be interviewed by Mashable while waiting in line at the popup Apple Store at #SxSW.,17,3721
3722,"@mention is currently at #SXSW - learning stuff about iPad design, it would seem: {link} Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!",27,3722
3723,We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW Interview with Mike McCue - Co-Founder of Flipboard!,29,3723
3724,- iPad Users tune in now - {link} #smc #SXSW #fb A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW.,27,3724
3725,Now on WP7 &amp; iPhone #wedig Google (tries again) to launch a new social network called Circles: {link} #sxsw Cab ride from hell to get to Apple store at mall.,30,3725
3726,They were sold out.,4,3726
3727,Getting dinner then have to figure how how to get back to hotel.,13,3727
3728,#sxsw RT @mention Google is smart positioning brand.,8,3728
3729,They're not just a search engine.,6,3729
3730,They're organizing world's info.,4,3730
3731,Higher purpose.,2,3731
3732,"#savebrands #sxsw RT @mention This is a #WINNING picture #android #google #sxsw {link} Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google @mention good job @mention #sxsw!",36,3732
3733,went home &amp; watched season 1 of the guild =D.,10,3733
3734,sucks that your tweet abt the iphone hijack is a top tweet lol I would give my Apple stock to be more like @mention slim.,25,3734
3735,{link} #SXSW RT @mention &quot;40% of all Google Maps usage is on mobile&quot; - Marissa Mayer #sxsw Cool RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 .. {link} Trying to collaborate on #sxsw events with a few friends.,52,3735
3736,Google Calendar or Plancast?,4,3736
3737,Get a Personalized SXSW Show Schedule via App From... {link} #Mobile_Apps #Music #Echo_Nest #rhapsody #sxsw #Cyber #iPhone Beautifully smart and simple idea RT @madebymany @thenextweb wrote about our #hollergram iPad app for #sxsw!,33,3737
3738,http://bit.ly/ieaVOB RT @mention Very smart from @mention #hollergram iPad app for #sxsw!,12,3738
3739,"{link} (may leave my vuvuzela at home now) Just for the record, I am not/was not in an iPad 2 line.",21,3739
3740,I merely passed by while making some minor #sxsw rounds.,10,3740
3741,Home now.,2,3741
3742,"@mention @mention according to @mention Google has confirmed it is not launching at #SXSW, if at all.",17,3742
3743,"Before It Even Begins, #Apple #Winning #SXSW {link} via @mention @mention RT @mention RT @mention ÷¼ GO BEYOND BORDERS!",19,3743
3744,÷_ {link} ë© #edchat #musedchat #sxsw #sxswi #classical #newTwitter SXSW this weekend and Ipad 2 release.,16,3744
3745,Am I taking part in either?,6,3745
3746,"Sadly, no.",2,3746
3747,#SXSW #AnybodyWantToBuyMeAnIpad2 Is anyone else using #hashable to network at #sxsw this week?,13,3747
3748,Trying out the android version...,5,3748
3749,Check out the FREE @mention Sampler on iTunes!,8,3749
3750,"{link} #SXSW Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link} via @mention Unlike Google Analytics, this is meant to show to others and has sharing capabilities.",30,3750
3751,#sxsw #bavcid #apple pop up store making an appearance for #austin and #sxsw.,13,3751
3752,{link} FOUND iPHONE: Ballroom D just now.,7,3752
3753,Volunteer at door has it.,5,3753
3754,#sxsw #sxswi At #SXSW?,4,3754
3755,Get the SoundCloud iPhone app {link} and start recording.,9,3755
3756,"Use 4sq geotagging to be on the map: {link} #SXSW is just starting, #CTIA is around the corner and #googleio is only a hop skip and a jump from there, good time to be an #android fan Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} Apple to Open Pop-Up Shop at SXSW [REPORT]: {link} #sxsw Will Google preview a major new social service called Google Circles today at #SXSW {link} RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} And the biggest line at #sxsw?",120,3756
3757,To buy an iPad 2.,5,3757
3758,Every other compan has an open bar.,7,3758
3759,"Google might launching a social network called Circles at #SXSW ... of course {link} Before It Even Begins, Apple Wins #SXSW {link} /via @mention by @mention for @mention @mention the apple #sxsw #popupstore is like a crack house for mac addicts {link} people waiting for the new iPad outside Apple's temporary store on 6th street.",55,3759
3760,Doors open at 5pm #sxsw Whoa - line for ipad2 is 3blks long!!!,13,3760
3761,#apple #Austin #SXSW Come on #Apple!,6,3761
3762,Why cant I have spell-checking without auto-correct?,7,3762
3763,Must it be all or nothing?,6,3763
3764,#Grrr #sxsw You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW This marks the third time someone had asked me to watch their iPad at #SxSW while they hit the restroomi.,41,3764
3765,Guess I look trustworhy.,4,3765
3766,"RT @mention Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw Two year old shows us howmto use iPad #USDes #sxsw What happens when #Apple hires security at #SXSW #Austin  {link} RT @mention Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link} Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad.",77,3766
3767,#SXSW really digging austin -- especially the east side.,9,3767
3768,stopped by @mention for an apple the size of my head and some great buzz.,15,3768
3769,#sxsw RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today!,16,3769
3770,"{link} #sxsw ^MR Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw Got an iPhone or Android app?",26,3770
3771,Im in  back of the Phone Gap session.,8,3771
3772,Show me your app and get into the Windows Phone marketplace free.,12,3772
3773,#sxsw WhatÛªs new with Blogger {link} #blogging #blogger #google #sxsw @mention  #SXSW is an Austin conference.,16,3773
3774,Do a google search - they have interactive / music / film.,12,3774
3775,"RT @mention Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw S/O TO ALL THE PEOPLE WHO HAD TO GOOGLE #SXSW....",29,3775
3776,I DIN KNOW EITHER... (i'm hip now though!!!),8,3776
